t	x	y	v
0.033333333333333486	0.0064875364605573305	0.4716734888627231
0.06666666666666675	0.01615398036224569	0.46563196142416785	0.4137012838089059
0.1	0.030653646214778285	0.4583821284979016	0.4998753275762764
0.13333333333333325	0.045860194707662894	0.45052905078432126	0.5705707906271943
0.16666666666666674	0.06501889420842644	0.44207497717744915	0.6679200031483936
0.20000000000000023	0.08656152235355963	0.4324695732017997	0.7540875962102289
0.23333333333333348	0.11151799689915376	0.422965860240646	0.8279723723122059
0.2666666666666667	0.13868466486816522	0.4143032670827137	0.9181017368951161
0.3000000000000002	0.16965085985025175	0.40381278048373037	0.9188527045697322
0.3333333333333337	0.1986081090066143	0.40159177057548223	1.0437325178232406
0.36666666666666675	0.23728778585665777	0.3874749616639186	1.1629811477646037
0.3999999999999998	0.2733583896309333	0.381009777578625	1.1345235409623706
0.43333333333333374	0.31223022902534514	0.377263755907033	1.1619598916711416
0.46666666666666673	0.3505250131328752	0.3742287456194461	1.1403165375217956
0.5000000000000002	0.3882513221922419	0.37730142879440676	1.1161325726697289
0.5333333333333332	0.424451043676501	0.38269144064289895	1.06750458997394
0.5666666666666668	0.4580335148628969	0.39127224066653377	0.9874957694047587
0.6000000000000002	0.4871604082848744	0.4027295601416576	0.9266303131413589
0.6333333333333333	0.5151661119959154	0.4147682133541243	0.847763501224422
0.6666666666666672	0.5405955980504968	0.42113922732658793	0.7718987861680259
0.7000000000000002	0.564726221273314	0.42862169089274627	0.7059521979587703
0.7333333333333333	0.5856361623689426	0.4347890882334736	0.5597886025880086
0.7666666666666667	0.5997655309266829	0.4414658516699469	0.559928356878203
0.8000000000000003	0.6226565117614646	0.439576040072163	0.6306866068816065
0.8333333333333337	0.6417617671855014	0.4394254512507746	0.5201438597397561
0.8666666666666667	0.6572915644797732	0.44126599410831113	0.5125015045820578
0.8999999999999998	0.6757742672189355	0.43618233441600573	0.5341842313183357
0.9333333333333337	0.6925855598883215	0.436515360086544	0.5718731736538225
0.9666666666666668	0.7132461248407813	0.42915622400863596	0.6844708617085582
1.0000000000000002	0.736832804751056	0.4253616545755339	0.6983099417774515
1.0333333333333332	0.7589707225915767	0.42040775470658365	0.6634412525372124
1.0666666666666667	0.7798030485956295	0.4148831309403038	0.7279980189177129
1.1000000000000003	0.8063857693252727	0.4100499089894596	0.8792713705279238
1.1333333333333333	0.8374568503972097	0.40429446844151573	0.9548508021549617
1.1666666666666672	0.8698353406646206	0.40491864050089144	0.8587660336363652
1.2000000000000002	0.8943356324689966	0.4108128302958224	0.7492368613004478
1.2333333333333332	0.9190287246307167	0.41357461941678586	0.7959026242790134
1.2666666666666668	0.9468784057036697	0.418204660024624	0.7944005290233469
1.3000000000000003	0.9718204345763339	0.4177937065964129	0.6850122529337754
1.3333333333333337	0.9924648144327743	0.42092465837885906	0.7294777886656963
1.3666666666666667	1.0203557315730247	0.41473069654363415	0.8212497154663592
1.3999999999999997	1.0466790039662017	0.4132838419212851	0.7644171045167852
1.4333333333333338	1.0700225382663358	0.40331815372094837	0.8002751029628262
1.4666666666666668	1.0974045335942009	0.39675139768269896	0.8950576323702516
1.5000000000000002	1.1265081155055885	0.3840840905167	0.9812615442098324
1.5333333333333337	1.1584233741464902	0.37316873313460464	0.9672852366426247
1.5666666666666667	1.1882103034419647	0.3653426059441507	1.1164386591357116
1.6000000000000003	1.228349578362999	0.34767288410568353	1.2671784302287163
1.6333333333333333	1.2682480461052368	0.3383132295264104	1.243493960635651
1.6683333333333332	1.3120829619978736	0.33321687888672447	1.2909828793604416
1.7016666666666667	1.3556241510358618	0.32616069030424644	1.2865301512465621
1.7350000000000003	1.3972471528159764	0.323051913874264
